,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_64,146.15793296565747,175.24803213642866,149.05374840335492,173.03322729523342,170.8102923700991,173.7357031105155,174.8061467544086,172.32117396918798,173.62508201252726,173.38655376256241,170.88953494067508,178.10116472849876,167.63224840752096,177.98015043907324,174.0135094477599
angles for frame_65,145.0032068397186,174.1890927359058,149.48641614066338,172.9123119754613,171.03243015446805,173.43100984656311,174.7656993564517,172.50327416319578,173.47709875856359,172.75627661163062,170.7705693178997,178.21389480193523,166.93879663219144,177.11888082341866,173.61189886971312
angles for frame_66,145.4430811332469,176.6296643387084,149.1148811693308,172.9405891167009,170.89034310904668,173.76745272012255,174.95187838883575,172.45259101864787,173.48038371018,172.9367775026663,170.3334428392816,178.2121983813828,166.4341747370192,176.94603553129386,173.79064291965506
angles for frame_67,146.98309864472293,176.2822071549888,148.59559370597788,172.86910065753307,170.67722205262825,173.6886421100657,174.67711581622066,172.3886875460063,173.406776389266,172.68003428784544,170.95556681073745,178.19311495906598,166.30534558325687,177.4762379931594,173.40457037365513
angles for frame_68,146.20404319951768,174.58643320638618,151.1329575830331,172.87683542965647,170.72359605217648,173.36547618636476,174.38911606045434,172.3086838986087,173.36024404649356,172.17428707830175,170.68329059289434,178.29622669980347,164.75872221122688,176.4476394527405,172.7841511633503
angles for frame_69,147.2141834896302,177.89404993745308,146.893929539192,172.83033685207977,170.97504306493593,174.38984781746117,174.57899958017606,172.68051127549109,173.87400495251694,172.09273914937523,170.67224199203176,178.15560722269933,164.27140685642902,176.84771531394938,172.44684749807138
angles for frame_70,147.5328107193153,175.3937206017494,154.23413946951504,172.73437008387967,170.77554695930795,173.88035854260787,174.715485915795,172.4470182344126,173.9477661375464,172.41176048001668,170.9137170177197,178.19358006733574,164.4576096486676,176.38877311066153,171.9427861384994
angles for frame_71,147.38457704555765,174.46557066270248,154.97039432650956,172.69764351949078,170.52317612945052,173.56301495878964,174.8430936634072,172.38484395629834,173.83622111058327,172.33781183329614,171.15793802148758,178.06923150555292,164.05246958402438,176.35184216676598,172.16429036625686
angles for frame_72,146.6995437223313,175.19713202695604,151.0903955174343,172.721083611311,170.60329007501826,173.73908605310393,174.56729792020803,172.45256710959018,174.02701694697967,172.116940077016,170.67009359156535,178.1392917785718,163.96232489833002,176.23136730485103,172.37251880132263
angles for frame_73,147.31412805791553,174.17073947891006,154.52878242308546,172.40215220773374,170.66978869309995,173.87186528804244,174.58965601881584,172.61830224583207,174.1770231154041,172.13902348103701,171.18977320098324,177.957066574203,164.4350236880301,176.13475524012267,172.30587219310104
angles for frame_74,146.1210160288056,174.2967949794154,153.0942368011595,172.75784842781877,170.77260445178686,173.67626196975797,174.66399807590952,172.64870515350157,173.9468242166428,172.12934144863428,170.75009371624424,178.00263861118765,163.73904550855246,176.15908989624813,172.66405246552588
angles for frame_75,146.00474123856256,173.2858773999283,155.8709811114858,172.41999048052506,170.532803123671,173.70524423636147,174.13674335926947,172.55654334613195,173.98547557464116,171.8747471175266,170.80328348815553,177.93997477368868,164.11709500598545,177.08537421423623,172.8185889911295
angles for frame_76,146.11167065002581,171.97444724952507,153.7153815216315,172.65012505514204,170.44333467934922,173.44343698197304,173.975222167519,172.88580935876274,173.64149882444786,171.4271765246742,170.73051160575466,178.10772504119132,163.78208521035506,176.72322848145035,172.935400475702
angles for frame_77,145.4456341127725,171.89340913975255,151.27342939556104,172.82709387466804,170.54904021503776,173.35989291498058,173.97591149553148,173.02627679139002,173.6534453273011,170.77968186127273,170.55956847697428,178.15835385410153,163.01789210541727,176.70080945334632,172.9738526276889
angles for frame_78,145.93352152484704,172.3402958160916,152.88160001807879,172.74865099494266,170.2787000347281,173.40643493550238,173.8656338501043,172.560510430528,173.66907981737978,171.08672526501903,170.6382048963815,178.16004683186335,163.1553936695456,176.7763698526661,173.0526091594003
