,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_413,32.9,22.1,18.3,48.7,125.4,39.8,30.8,147.8,18.4,19.8,140.4,14.6,36.7,131.0,13.4
angles for frame_414,32.0,21.7,18.7,48.9,136.8,32.0,30.6,148.6,20.1,21.0,141.1,15.4,38.0,133.5,10.8
angles for frame_415,32.4,22.1,18.8,48.5,133.3,32.9,29.9,148.8,17.8,19.6,141.0,14.3,36.8,132.4,12.5
angles for frame_416,30.6,22.3,19.9,48.4,135.0,31.3,30.1,146.5,19.6,20.2,138.3,16.5,36.9,129.6,13.6
angles for frame_417,30.6,22.5,17.9,49.6,116.1,46.2,32.7,138.3,24.8,23.2,133.6,19.5,37.9,126.7,14.5
angles for frame_418,31.3,21.9,15.6,49.9,119.8,42.8,32.6,139.7,23.7,23.6,134.2,18.7,38.6,126.7,13.9
angles for frame_419,30.6,21.5,15.2,50.9,119.2,43.7,33.6,138.4,25.2,24.6,133.0,20.3,38.6,127.0,14.1
angles for frame_420,34.5,22.1,12.4,52.0,132.6,35.0,34.7,143.5,21.8,25.4,135.7,19.1,39.3,132.9,12.2
angles for frame_421,32.6,21.7,15.0,50.0,138.6,30.4,33.6,145.7,19.0,24.7,135.2,17.4,40.3,130.3,11.6
angles for frame_422,34.4,20.4,12.8,51.0,140.7,28.6,32.7,147.3,18.5,23.5,137.3,16.1,40.8,131.7,10.3
angles for frame_423,32.9,20.2,17.9,50.3,151.1,18.8,30.4,150.6,14.3,21.7,138.3,15.5,41.5,130.8,12.0
angles for frame_424,34.3,20.6,12.6,53.5,135.3,31.8,35.1,145.5,20.8,26.2,136.7,18.6,41.5,133.9,11.4
angles for frame_425,37.8,20.5,4.9,55.3,137.6,31.2,36.7,145.3,19.8,26.2,135.8,17.8,40.9,131.4,11.0
angles for frame_426,33.9,22.1,11.9,54.6,115.0,42.7,36.7,133.7,26.7,26.3,131.0,22.4,39.0,129.1,14.5
angles for frame_427,34.2,22.7,5.6,55.3,132.9,33.4,35.3,143.6,19.8,22.4,136.7,18.7,37.1,132.9,11.0
angles for frame_428,33.2,20.7,4.1,53.7,140.5,27.1,35.4,146.1,19.9,23.5,136.3,18.8,37.3,130.8,9.8
angles for frame_429,34.5,20.6,6.0,55.9,137.9,29.5,38.1,144.5,21.7,25.7,136.6,18.8,38.1,134.3,9.2
angles for frame_430,35.2,20.3,4.0,55.8,138.2,29.6,38.0,146.0,21.0,25.5,137.5,18.4,37.2,134.6,9.8
angles for frame_431,35.8,21.2,3.9,56.0,136.9,29.8,38.2,142.1,22.4,26.9,133.2,20.9,38.0,129.7,12.8
angles for frame_432,36.4,20.6,7.6,57.4,135.7,34.2,38.5,145.5,23.9,26.2,137.9,20.2,38.7,136.9,10.1
angles for frame_433,37.2,20.4,6.3,57.5,135.7,33.0,38.4,145.7,22.7,25.9,137.9,19.5,38.9,137.2,9.1
angles for frame_434,37.7,21.5,8.2,56.9,132.9,36.2,39.1,143.2,24.4,28.1,136.5,20.9,40.6,136.3,11.3
angles for frame_435,37.3,21.9,10.9,56.0,125.2,40.8,38.7,141.0,25.3,28.4,135.2,21.5,40.5,135.9,12.0
angles for frame_436,35.6,21.3,10.1,56.0,132.2,33.7,39.3,141.2,24.0,28.9,135.4,20.4,39.2,135.2,11.2
angles for frame_437,33.2,20.2,3.4,53.7,134.4,33.4,35.5,146.3,20.6,24.0,139.6,16.9,36.6,138.5,9.2
angles for frame_438,35.5,20.2,6.6,48.0,135.5,32.5,31.2,147.5,20.3,24.4,139.8,16.5,40.9,139.4,10.0
angles for frame_439,30.8,21.4,13.9,43.0,72.7,89.1,27.2,130.7,34.4,22.9,133.1,21.4,40.1,128.3,18.7
angles for frame_440,31.0,15.7,3.8,34.7,53.4,92.9,20.8,70.5,80.2,18.9,84.7,55.2,30.9,54.7,57.6
angles for frame_441,29.6,15.0,4.0,29.4,57.2,87.5,17.7,50.6,93.8,15.9,46.9,77.1,25.1,28.7,45.5
angles for frame_442,31.4,18.4,3.6,31.4,26.5,57.4,18.3,24.1,48.1,16.5,29.2,45.9,26.0,27.2,38.7
angles for frame_443,26.9,21.5,7.0,24.9,15.1,19.1,13.7,11.0,10.6,11.9,11.5,13.3,19.1,14.6,13.9
angles for frame_444,30.1,18.7,5.6,15.3,6.5,5.0,10.5,2.5,1.3,8.7,2.1,3.0,6.9,7.2,7.2
angles for frame_445,28.9,15.1,4.1,10.6,4.2,4.0,9.9,1.3,2.6,8.2,2.6,4.9,3.8,6.4,6.8
angles for frame_446,27.5,11.1,4.1,6.2,4.0,4.6,8.6,1.9,3.2,7.4,2.8,5.1,6.1,6.3,7.1
angles for frame_447,28.9,7.4,8.9,6.0,3.6,3.3,9.0,2.0,3.7,7.8,2.3,5.7,7.1,6.6,7.2
angles for frame_448,25.6,4.9,13.0,3.4,2.7,2.4,7.8,1.9,3.2,6.5,3.0,5.6,8.9,6.0,7.2
angles for frame_449,28.2,2.1,12.7,2.5,2.2,2.1,6.4,2.4,3.4,5.2,4.3,5.9,8.6,5.5,7.3
angles for frame_450,31.0,2.5,12.6,3.8,2.3,2.7,8.7,2.8,3.2,6.8,4.7,5.8,9.2,6.1,7.0
angles for frame_451,27.5,2.2,13.2,4.0,2.1,2.9,8.9,2.7,3.3,7.4,4.5,5.6,9.5,6.5,7.1
angles for frame_452,24.2,1.1,10.6,3.4,2.5,2.6,6.3,1.5,3.0,6.4,2.7,5.2,8.2,6.3,7.0
angles for frame_453,23.1,1.0,10.8,3.2,2.4,2.5,6.2,2.0,2.6,6.4,3.5,4.7,8.2,5.4,6.8
angles for frame_454,22.5,0.6,9.0,4.1,2.4,2.6,5.8,1.2,3.1,6.7,2.5,5.2,8.3,5.7,6.7
angles for frame_455,24.0,2.3,9.5,3.3,1.0,2.6,5.8,1.2,3.1,5.2,2.8,5.2,9.1,6.0,7.0
angles for frame_456,27.2,3.3,10.4,4.5,1.1,2.6,7.2,2.0,2.8,6.5,4.0,4.6,7.7,5.0,6.9
angles for frame_457,24.1,2.7,10.8,2.9,0.3,1.9,6.3,2.0,2.7,5.7,3.9,4.9,8.2,5.6,7.3
angles for frame_458,23.9,3.3,10.1,3.9,0.6,2.5,6.9,1.7,2.9,6.4,3.7,4.7,8.1,5.0,7.1
angles for frame_459,23.9,3.2,9.9,3.6,0.8,2.4,6.8,1.8,2.7,6.3,3.8,4.6,8.1,5.0,7.2
angles for frame_460,23.1,4.1,9.9,2.8,0.1,2.8,6.9,1.6,2.8,6.8,3.8,4.6,8.9,4.1,7.3
angles for frame_461,23.9,3.7,10.6,2.4,0.3,2.9,7.4,1.7,2.8,6.9,3.6,4.5,8.3,4.5,7.5
angles for frame_462,22.4,3.2,12.4,3.8,0.9,2.6,7.1,1.7,2.4,7.5,4.1,4.2,7.8,4.0,7.2
angles for frame_463,22.2,1.9,11.3,2.4,0.6,2.2,6.9,1.8,2.0,6.4,3.8,3.8,7.9,4.0,6.9
angles for frame_464,22.0,1.9,9.6,2.6,0.6,2.7,7.4,1.6,2.4,7.0,3.8,4.2,9.1,3.9,6.9
angles for frame_465,22.0,3.4,9.5,3.6,0.6,2.8,7.8,1.4,2.9,7.9,3.7,4.5,8.6,3.9,6.9
angles for frame_466,20.0,2.2,12.0,4.4,1.1,2.3,7.4,0.6,2.2,8.4,3.3,3.5,8.0,3.7,6.5
angles for frame_467,21.8,1.8,11.9,3.4,0.8,2.2,7.1,1.3,2.5,7.9,3.8,4.0,7.5,3.8,6.8
angles for frame_468,23.2,1.8,9.5,1.3,1.0,2.5,6.1,1.8,2.3,6.1,3.5,4.3,7.8,3.7,7.4
angles for frame_469,24.6,1.8,10.2,1.9,1.3,1.9,6.5,1.2,2.5,7.4,4.0,4.2,6.7,3.8,6.9
angles for frame_470,27.8,4.2,12.4,2.4,1.7,2.1,5.1,1.8,2.6,6.9,3.1,4.7,5.7,4.3,6.7
angles for frame_471,27.5,8.8,10.4,5.1,1.9,2.7,4.1,1.2,2.9,7.6,1.8,4.9,2.9,4.7,7.1
angles for frame_472,29.8,20.4,3.3,15.0,3.4,3.2,8.4,1.1,1.6,9.3,2.5,3.1,4.6,5.1,5.8
angles for frame_473,31.1,21.7,2.2,22.6,4.8,4.3,11.8,2.2,2.5,10.4,0.6,2.9,11.4,6.3,6.9
angles for frame_474,31.5,20.3,8.2,25.6,6.6,6.7,13.1,2.4,2.1,12.0,1.1,3.1,19.6,7.9,8.1
angles for frame_475,30.4,20.1,16.4,27.8,9.5,7.5,13.9,5.5,3.9,11.1,4.3,7.1,22.7,12.3,14.2
angles for frame_476,32.2,19.7,20.8,32.6,26.5,63.8,20.7,38.5,60.8,20.0,49.8,47.3,35.4,44.5,42.9
angles for frame_477,31.4,20.4,21.9,30.9,38.3,90.4,20.2,57.7,72.2,20.9,72.6,47.8,38.7,58.3,46.2
angles for frame_478,29.1,19.6,30.4,29.8,74.6,83.3,17.7,133.1,24.0,20.1,125.7,20.4,40.4,102.8,35.6
angles for frame_479,29.1,19.5,31.4,33.5,103.1,54.9,19.9,144.0,13.6,19.2,135.1,13.9,38.5,116.1,27.6
angles for frame_480,27.0,19.3,38.2,32.4,58.2,101.0,19.6,130.2,27.0,17.6,132.7,18.1,37.6,115.1,29.7
angles for frame_481,29.1,18.5,35.0,34.9,83.9,76.0,22.2,144.4,14.4,18.6,136.4,15.0,38.2,122.7,25.1
angles for frame_482,29.3,21.5,31.0,35.9,48.1,109.9,20.8,139.2,19.4,17.3,135.8,15.9,38.6,125.1,23.8
angles for frame_483,29.5,20.0,33.0,36.0,43.6,115.5,19.4,142.7,17.2,16.3,138.2,15.2,38.0,128.6,23.8
angles for frame_484,30.2,21.2,32.4,38.8,55.9,99.1,22.6,135.5,20.6,17.7,133.1,17.5,38.4,123.5,24.5
angles for frame_485,30.6,21.3,30.3,42.0,107.6,52.7,23.4,142.2,16.4,17.9,136.1,16.0,38.9,128.3,20.7
angles for frame_486,30.4,20.9,30.0,43.1,139.3,27.7,23.6,149.8,14.1,16.9,141.0,13.5,38.4,133.2,16.0
angles for frame_487,29.3,20.9,32.5,42.9,144.9,25.3,23.9,152.3,14.4,16.7,142.4,13.4,38.6,133.7,14.5
angles for frame_488,33.4,20.7,28.6,46.1,152.5,19.5,23.8,156.2,11.5,17.6,144.3,13.2,42.9,134.6,13.5
angles for frame_489,32.7,18.5,27.9,42.4,145.8,21.6,20.5,152.4,12.7,18.2,141.4,14.2,45.6,127.5,15.9
angles for frame_490,32.3,18.3,26.6,42.7,144.3,23.8,21.2,151.6,14.7,18.8,140.8,15.5,45.2,126.9,14.0
angles for frame_491,33.3,19.2,25.1,45.0,148.1,23.0,23.1,155.0,13.1,18.8,143.2,14.0,47.2,127.6,13.1
angles for frame_492,35.1,19.6,21.6,47.5,136.0,31.7,26.0,148.9,19.4,20.0,142.0,15.3,47.0,131.1,9.6
angles for frame_493,34.2,20.8,21.9,48.2,139.3,30.3,27.7,150.2,18.6,21.4,140.7,16.7,48.6,129.2,10.6
angles for frame_494,34.5,20.7,18.8,49.6,143.5,26.9,28.1,153.8,15.7,18.7,143.7,14.3,48.0,130.3,9.7
angles for frame_495,35.6,22.0,20.3,46.5,130.6,37.8,24.6,156.1,13.7,18.9,146.5,10.9,47.9,133.6,11.6
angles for frame_496,32.4,20.9,25.9,47.1,129.8,40.1,28.3,144.6,25.2,24.1,138.3,21.2,49.3,130.1,12.2
angles for frame_497,34.9,20.5,18.9,51.6,133.8,33.6,32.5,142.5,22.0,23.2,136.9,19.8,48.3,129.4,10.3
angles for frame_498,33.2,20.7,21.9,50.5,142.9,28.7,31.3,148.8,18.5,21.8,141.4,17.8,47.2,131.9,10.3
angles for frame_499,32.5,18.8,21.6,53.7,139.3,31.2,34.9,146.8,20.7,23.4,140.3,18.3,44.7,133.4,8.4
angles for frame_500,31.8,18.8,20.7,55.6,135.5,33.4,38.9,137.0,25.6,30.8,128.5,23.4,53.7,118.7,10.2
angles for frame_501,33.4,20.3,20.8,52.6,139.2,31.8,34.2,147.0,22.0,26.1,137.3,20.3,48.2,131.4,10.0
angles for frame_502,33.5,21.4,22.9,53.2,145.0,25.6,35.0,148.6,18.7,28.5,136.3,20.4,50.2,130.2,10.6
angles for frame_503,32.7,21.3,19.3,54.1,129.3,38.6,39.0,148.9,23.1,29.7,140.0,20.7,45.6,138.9,10.6
angles for frame_504,32.8,21.0,23.8,52.8,137.3,32.9,36.5,146.5,24.6,27.5,136.6,22.1,47.3,134.0,10.0
angles for frame_505,33.9,19.9,19.9,53.7,132.7,37.3,38.7,147.5,24.3,28.2,138.4,21.4,46.2,136.0,9.8
angles for frame_506,32.5,19.5,17.6,54.7,136.2,34.2,38.4,146.5,23.0,28.4,137.8,20.8,46.2,131.9,10.3
angles for frame_507,32.5,19.7,17.6,55.0,136.6,33.9,38.5,146.5,23.0,28.7,137.3,21.1,46.9,131.4,10.6
